Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,19,14,1385,3067
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,16,1385,2817
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,19,14,1385,3350
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,19,14,1385,3282
C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,16,1385,2430
C/K 1500 Series,1999,regular unleaded,230.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Extended Cab Pickup,17,13,1385,3696
C/K 1500 Series,1999,regular unleaded,230.0,8.0,AUTOMATIC,four wheel drive,3.0,Large,Extended Cab Pickup,17,13,1385,4098
Cobalt,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,24,1385,14410
Cobalt,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,24,1385,15120
Cobalt,2008,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22,1385,22335
Cobalt,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,24,1385,14410
Cobalt,2008,regular unleaded,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,32,22,1385,19695
Cobalt,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,24,1385,15120
Cobalt,2008,regular unleaded,173.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,32,22,1385,19695
Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35,25,1385,16460
Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,25,1385,15660
Cobalt,2009,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22,1385,23425
Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35,25,1385,15660
Cobalt,2009,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,22,1385,23425
Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,25,1385,14990
Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,37,25,1385,14990
Cobalt,2009,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,25,1385,16460
Cobalt,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,25,1385,15670
Cobalt,2010,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22,1385,24535
Cobalt,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,37,25,1385,14990
Cobalt,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,25,1385,16470
Cobalt,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,25,1385,14990
Cobalt,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,37,25,1385,16470
Cobalt,2010,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,37,25,1385,15670
Colorado,2012,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,14,1385,28340
Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,23,17,1385,29480
Colorado,2012,regular unleaded,185.0,4.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,24,18,1385,23030
Colorado,2012,regular unleaded,185.0,4.0,MANUAL,four wheel drive,2.0,Compact,Regular Cab Pickup,24,18,1385,20980
Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,21,16,1385,30320
Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,23,17,1385,26160
Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,23,17,1385,27490
Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,25,18,1385,22955
Colorado,2012,regular unleaded,185.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,25,18,1385,19730
Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,2.0,Compact,Regular Cab Pickup,23,17,1385,24440
Colorado,2012,regular unleaded,185.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,25,18,1385,17475
Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,25,18,1385,24285
Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,23,17,1385,26620
Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Regular Cab Pickup,25,18,1385,20370
Colorado,2012,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,14,1385,27010
Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,21,16,1385,28460
Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,1385,29220
Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,1385,29550
Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,1385,25850
Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,1385,28630
Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,1385,27110
Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,1385,24330
Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,1385,26885
Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,1385,30005
Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,1385,34415
Colorado,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,19,1385,21775
Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,1385,32085
Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,1385,30785
Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,1385,32385
Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,1385,34115
Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,27,20,1385,25170
Colorado,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,19,1385,20120
Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,27,20,1385,27630
Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,1385,29705
Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,1385,31555
Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,1385,30665
Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,1385,32895
Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,1385,35000
Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,1385,30365
Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,27,20,1385,28515
Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,1385,33195
Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,1385,30030
Colorado,2016,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,19,1385,20100
Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,1385,32440
Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,1385,31670
Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,1385,26510
Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,1385,30435
Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,1385,27545
Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,1385,24990
Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,1385,35300
Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,1385,27920
Colorado,2016,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,19,1385,22435
Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,27,20,1385,25980
Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,1385,29440
Colt,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,27,1851,2000
Colt,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,32,25,1851,2000
Colt,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,36,28,1851,2000
Colt,1993,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,31,23,1851,2000
Colt,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36,28,1851,2000
Colt,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,23,1851,2000
Colt,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35,28,1851,2000
Colt,1992,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,26,21,535,2000
Colt,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,32,25,535,2000
Colt,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,27,535,2000
Colt,1992,regular unleaded,113.0,4.0,MANUAL,all wheel drive,4.0,Compact,Wagon,24,19,535,2000
Colt,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,36,28,535,2000
Colt,1993,regular unleaded,113.0,4.0,MANUAL,all wheel drive,4.0,Compact,Wagon,24,19,535,2000
Colt,1993,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,31,23,535,2000
Colt,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36,28,535,2000
Colt,1993,regular unleaded,136.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,26,19,535,2000
Colt,1993,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,26,21,535,2000
Colt,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,27,21,535,2000
Colt,1994,regular unleaded,136.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,25,19,535,2000
Colt,1994,regular unleaded,136.0,4.0,MANUAL,all wheel drive,4.0,Compact,Wagon,22,18,535,2000
Colt,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35,28,535,2000
Colt,1994,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,23,535,2000
Corolla,2015,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,42,30,2031,18965
Corolla,2015,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38,29,2031,18965
Corolla,2015,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,40,30,2031,19665
Corolla,2015,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,29,2031,19895
Corolla,2015,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,36,27,2031,17550
Corolla,2015,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,28,2031,16950
Corolla,2015,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,28,2031,21495
Corolla,2015,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38,29,2031,22025
Corolla,2015,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,29,2031,22955
Corolla,2015,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,29,2031,19195
Corolla,2015,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,40,30,2031,22725
Corolla,2015,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38,29,2031,18565
Corolla,2016,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,42,30,2031,19135
Corolla,2016,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38,29,2031,19135
Corolla,2016,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,29,2031,20065
Corolla,2016,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,28,2031,17300
Corolla,2016,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,29,2031,23125
Corolla,2016,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,28,2031,21665
Corolla,2016,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38,29,2031,22195
Corolla,2016,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,40,30,2031,19835
Corolla,2016,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,29,2031,20635
Corolla,2016,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,40,30,2031,22895
Corolla,2016,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,36,27,2031,17900
Corolla,2016,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38,29,2031,18735
Corolla,2016,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,29,2031,19365
Corolla,2017,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35,28,2031,22680
Corolla,2017,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,40,30,2031,21300
Corolla,2017,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,36,28,2031,18500
Corolla,2017,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,27,2031,21665
Corolla,2017,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,40,30,2031,19335
Corolla,2017,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35,28,2031,21900
Corolla,2017,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,36,28,2031,21825
Corolla,2017,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,36,28,2031,18935
Corolla,2017,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35,28,2031,20445
Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17,1385,68160
Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17,1385,64160
Corvette,2015,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15,1385,83000
Corvette,2015,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17,1385,63160
Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17,1385,64000
Corvette,2015,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17,1385,55000
Corvette,2015,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15,1385,87650
Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17,1385,73450
Corvette,2015,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17,1385,64450
Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17,1385,69450
Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17,1385,60000
Corvette,2015,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17,1385,59000
Corvette,2015,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15,1385,82270
Corvette,2015,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15,1385,86270
Corvette,2015,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15,1385,91650
Corvette,2015,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15,1385,79000
Corvette,2015,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17,1385,68450
Corvette,2015,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17,1385,59160
Corvette,2016,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15,1385,88345
Corvette,2016,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15,1385,79400
Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17,1385,70145
Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17,1385,65145
Corvette,2016,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15,1385,83400
Corvette,2016,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15,1385,82965
Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17,1385,68855
Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17,1385,59855
Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17,1385,64400
Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17,1385,74145
Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17,1385,63855
Corvette,2016,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15,1385,86965
Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17,1385,59400
Corvette,2016,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15,1385,92345
Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17,1385,60400
Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17,1385,64855
Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17,1385,69145
Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17,1385,55400
Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15,1385,87015
Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16,1385,59905
Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16,1385,74195
Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16,1385,65195
Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15,1385,88395
Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16,1385,59450
Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16,1385,55450
Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16,1385,70195
Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16,1385,68905
Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16,1385,65450
Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15,1385,79450
Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16,1385,69905
Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16,1385,69195
Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16,1385,63905
Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16,1385,69450
Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16,1385,60450
Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16,1385,79195
Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15,1385,92395
Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15,1385,83450
Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15,1385,83015
Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16,1385,73905
Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16,1385,64450
Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16,1385,64905
Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16,1385,75195
CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30,22,2202,26470
CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31,23,2202,23120
CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30,22,2202,30620
CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31,23,2202,29370
CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30,22,2202,24370
CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30,22,2202,29120
CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30,22,2202,29820
CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31,23,2202,28570
CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31,23,2202,25220
CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31,23,2202,27870
CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,33,26,2202,32895
CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,27,2202,23445
CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,33,26,2202,30895
CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,27,2202,25545
CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,33,26,2202,29395
CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,33,26,2202,24695
CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,33,26,2202,26795
CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,27,2202,28145
CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,27,2202,31645
